IdMesta,Naziv
716944,Жуње
716952,Забојница
716979,Кикојевац
716987,Кнежевац
716995,Кнић
717002,Коњуша
717029,Кусовац
717037,Лесковац
717045,Липница
717053,Љубић
717061,Љуљаци
717070,Опланић
717088,Пајсијевић
717096,Претоке
717100,Радмиловић
717118,Рашковић
717126,Суморовац
717134,Топоница
717142,Честин
717169,Алдина Река
717177,Алдинац
717185,Балановац
717193,Балинац
717207,Балта Бериловац
717215,Бањски Орешац
717223,Бели Поток
717231,Берчиновац
717240,Божиновац
717258,Булиновац
717266,Бучје
717274,Валевац
717282,Васиљ
717304,Видовац
717312,Вина
717339,Витковац
717347,Влашко Поље
717355,Вртовац
717363,Габровница
717371,Глоговац
717380,Горња Каменица
717398,Горња Соколовица
717401,Горње Зуниче
717410,Градиште
717428,Грезна
717436,Дебелица
717444,Дејановац
717452,Доња Каменица
717479,Доња Соколовица
717487,Доње Зуниче
717495,Дрвник
717509,Дреновац
717517,Дречиновац
717525,Жлне
717533,Жуковац
717541,Зоруновац
717550,Зубетинац
717568,Иново
717576,Јаковац
717584,Јаловик Извор
717592,Јања
717606,Јелашница
717614,Каличина
717622,Кална
717649,Кандалица
717657,Књажевац
717665,Кожељ
717673,Крента
717681,Лепена
717690,Локва
717703,Мањинац
717711,Миљковац
717720,Минићево
717738,Мучибаба
717746,Ново Корито
717754,Орешац
717762,Ошљане
717789,Папратна
717797,Петруша
717819,Подвис
717827,Понор
717835,Потркање
717843,Причевац
717851,Равна
717860,Равно Бучје
717878,Радичевац
717886,Ргоште
717894,Репушница
717908,Сврљишка Топла
717916,Скробница
717924,Слатина
717932,Стањинац
717959,Старо Корито
717967,Стогазовац
717975,Татрасница
717983,Трговиште
717991,Трновац
718009,Црвење
718017,Црни Врх
718025,Ћуштица
718033,Шарбановац
718041,Шести Габар
718050,Штипина
718068,Штитарац
718076,Штрбац
718084,Шуман Топла
718092,Бјелоперица
718106,Брајковићи
718114,Варда
718122,Галовићи
718149,Годечево
718157,Годљево
718165,Горња Полошница
718173,Доња Полошница
718181,Дреновци
718190,Дубница
718203,Косјерић (варош)
718211,Косјерић (село)
718220,Маковиште
718238,Мионица
718246,Мрчићи
718254,Мушићи
718262,Парамун
718289,Радановци
718297,Росићи
718319,Руда Буква
718327,Сеча Река
718335,Скакавци
718343,Стојићи
718351,Субјел
718360,Тубићи
718378,Цикоте
718386,Шеврљуге
718394,Баталаге
718408,Брдарица
718416,Бресница
718424,Галовић
718432,Голочело
718459,Градојевић
718467,Доње Црниљево
718475,Драгиње
718483,Дружетић
718491,Зукве
718505,Каменица
718513,Коцељева
718521,Љутице
718530,Мали Бошњак
718548,Свилеува
718556,Суботица
718564,Ћуковине
718572,Аџине Ливаде
718599,Баљковац
718629,Ботуње
718637,Букоровац
718645,Велика Сугубина
718653,Велике Пчелице
718661,Велики Шењ
718670,Вињиште
718688,Влакча
718696,Голочело
718700,Горња Сабанта
718718,Горње Грбице
718726,Горње Јарушице
718734,Горње Комарице
718742,Грошница
718769,Десимировац
718777,Дивостин
718785,Добрача
718793,Доња Сабанта
718807,Доње Грбице
718815,Доње Комарице
718823,Драгобраћа
718831,Драча
718840,Дреновац
718858,Дулене
718866,Ђурисело
718874,Ердеч
718912,Јабучје
718939,Јовановац
718947,Каменица
718963,Корман
718971,Котража
718980,Крагујевац
718998,Кутлово
719005,Лужнице
719013,Љубичевац
719021,Мала Врбица
719048,Мали Шењ
719056,Маршић
719064,Маслошево
719072,Миронић
719099,Нови Милановац
719102,Опорница
719129,Пајазитово
719145,Поскурице
719153,Прекопеча
719161,Рамаћа
719170,Ресник
719188,Рогојевац
719200,Страгари
719226,Трешњевак
719234,Трмбас
719242,Угљаревац
719269,Цветојевац
719277,Церовац
719285,Чумић
719293,Шљивовац
719307,Адрани
719315,Бапско Поље
719323,Баре
719331,Бзовик
719340,Богутовац
719358,Бојанићи
719366,Борово
719374,Брезна
719382,Брезова
719404,Бресник
719412,Буковица
719439,Витановац
719447,Витковац
719455,Врба
719463,Врдила
719471,Врх
719480,Гледић
719498,Годачица
719501,Гокчаница
719528,Грдица
719536,Дедевци
719544,Долац
719552,Драгосињци
719579,Дражиниће
719587,Дракчићи
719595,Дрлупа
719609,Ђаково
719617,Заклопача
719625,Закута
719633,Замчање
719641,Засад
719650,Јарчујак
719668,Каменица
719676,Камењани
719684,Кованлук
719692,Ковачи
719706,Конарево
719714,Краљево
719749,Лађевци
719757,Лазац
719765,Лешево
719773,Лозно
719781,Лопатница
719790,Маглич
719803,Матаруге
719811,Матарушка Бања
719820,Међуречје
719838,Мељаница
719846,Метикош
719854,Милавчићи
719862,Милаковац
719889,Милиће
719897,Милочај
719919,Мланча
719927,Мрсаћ
719935,Мусина Река
719943,Обрва
719951,Опланићи
719960,Орља Глава
719978,Пекчаница
719986,Петропоље
719994,Печеног
720003,Плана
720011,Полумир
720020,Поповићи
720038,Предоле
720046,Прогорелица
720054,Раваница
720062,Ратина
720089,Река
720097,Рибница
720119,Роћевићи
720127,Рудно
720135,Рудњак
720143,Савово
720151,Самаила
720160,Сибница
720178,Сирча
720186,Станча
720194,Стубал
720208,Тавник
720216,Тадење
720224,Тепече
720232,Толишница
720259,Трговиште
720267,Ушће
720275,Цветке
720283,Церје
720291,Чибуковац
720305,Чукојевац
720313,Шумарице
746649,Жича
720321,Бањевац
720330,Бела Црква
720348,Богоштица
720356,Брезовице
720364,Брштица
720372,Врбић
720399,Дворска
720402,Завлака
720429,Костајник
720437,Красава
720445,Кржава
720453,Крупањ
720461,Ликодра
720470,Липеновић
720488,Мојковић
720496,Планина
720500,Равнаја
720518,Ставе
720526,Толисавац
720534,Томањ
720542,Цветуља
720569,Церова
720577,Шљивова
720585,Бегово Брдо
720593,Бела Вода
720607,Беласица
720615,Бивоље
720623,Бован
720631,Бојинце
720640,Бољевац
720658,Брајковац
720666,Буковица
720674,Буци
720682,Велика Крушевица
720704,Велика Ломница
720712,Велики Купци
720739,Велики Шиљеговац
720747,Велико Головоде
720755,Велико Крушинце
720763,Витановац
720771,Вратаре
720780,Вучак
720798,Гавез
720801,Гаглово
720810,Гари
720828,Глобаре
720836,Глободер
720844,Горњи Степош
720852,Гревци
720879,Гркљане
720887,Дворане
720895,Дедина
720909,Добромир
720917,Дољане
720925,Доњи Степош
720933,Ђунис
720941,Жабаре
720950,Здравиње
720968,Зебица
720976,Зубовац
720984,Јабланица
720992,Јасика
721000,Јошје
721018,Каменаре
721026,Каоник
721034,Капиџија
721042,Кобиље
721069,Коморане
721077,Коњух
721085,Кошеви
721093,Крвавица
721107,Крушевац
721115,Кукљин
721123,Лазаревац
721131,Лазарица
721140,Липовац
721158,Ловци
721166,Лукавац
721174,Љубава
721182,Мајдево
721204,Макрешане
721212,Мала Врбница
721239,Мала Река
721247,Мали Купци
721255,Мали Шиљеговац
721263,Мало Головоде
721271,Мало Крушинце
721280,Мачковац
721298,Мешево
721301,Модрица
721310,Мудраковац
721328,Наупаре
721336,Падеж
721344,Пакашница
721352,Паруновац
721379,Пасјак
721387,Пепељевац
721395,Петина
721409,Позлата
721417,Пољаци
721425,Рибаре
721433,Рибарска Бања
721441,Рлица
721450,Росица
721468,Себечевац
721476,Сеземче
721484,Слатина
721492,Срндаље
721506,Срње
721514,Станци
721522,Суваја
721549,Сушица
721557,Текија
721565,Треботин
721573,Трмчаре
721581,Ћелије
721590,Церова
721603,Црквина
721611,Читлук
721620,Шавране
721638,Шанац
721646,Шашиловац
721654,Шогољ
721662,Штитаре
721689,Бабица
721697,Барлово
721719,Баћоглава
721727,Бело Поље
721735,Богујевац
721743,Васиљевац
721751,Велико Пупавце
721760,Висока
721778,Влахиња
721786,Врело
721794,Вршевац
721808,Вукојевац
721816,Горња Микуљана
721824,Горње Точане
721832,Грабовница
721859,Дабиновац
721867,Данковиће
721875,Дегрмен
721883,Дединац
721891,Дешишка
721905,Добри До
721913,Доња Микуљана
721921,Доње Точане
721930,Дубрава
721948,Ђаке
721956,Жалица
721964,Жегрова
721972,Жуч
721999,Заграђе
722006,Зебица
722014,Иван Кула
722022,Игриште
722049,Кастрат
722057,Коњува
722065,Космача
722073,Крток
722081,Крчмаре
722090,Купиново
722103,Куршумлија
722111,Куршумлијска Бања
722120,Кутлово
722138,Луково
722146,Љутова
722154,Љуша
722162,Магово
722189,Мала Косаница
722197,Маричиће
722219,Марковиће
722227,Матарова
722235,Мачја Стена
722243,Мачковац
722251,Мердаре
722260,Мерћез
722278,Механе
722286,Мирница
722294,Мрче
722308,Невада
722316,Ново Село
722324,Орловац
722332,Парада
722359,Пачарађа
722367,Певаштица
722375,Пепељевац
722383,Перуника
722391,Пљаково
722405,Преветица
722413,Прекорађе
722421,Пролом
722430,Равни Шорт
722448,Растелица
722456,Рача
722464,Рударе
722472,Сагоњево
722499,Самоково
722502,Свињиште
722529,Секирача
722537,Селиште
722545,Селова
722553,Сеоце
722561,Спанце
722570,Тачевац
722588,Тијовац
722596,Тмава
722600,Требиње
722618,Трећак
722626,Трмка
722634,Трн
722642,Трпеза
722669,Шатра
722677,Штава
722685,Благојев Камен
722693,Бродица
722707,Буковска
722715,Велика Бресница
722723,Волуја
722731,Вуковић
722740,Дубока
722758,Зеленик
722766,Каона
722774,Кучајна
722782,Кучево
722804,Љешница
722812,Мала Бресница
722839,Мишљеновац
722847,Мустапић
722855,Нересница
722863,Раброво
722871,Равниште
722880,Раденка
722898,Ракова Бара
722901,Сена
722910,Српце
722928,Турија
722936,Церемошња
722944,Церовица
722952,Шевица
722979,Бајевац
722987,Врачевић
722995,Доњи Лајковац
723002,Јабучје
723029,Лајковац (варош)
723037,Лајковац (село)
723045,Мали Борак
723053,Маркова Црква
723061,Непричава
723070,Пепељевац
723088,Придворица
723096,Боговађа
723100,Ратковац
723118,Рубрибреза
723126,Скобаљ
723134,Словац
723142,Степање
723169,Стрмово
723177,Ћелије
723185,Бачевина
723193,Бошњаце
723207,Бувце
723215,Велико Војловце
723223,Гегља
723231,Голи Рид
723240,Горње Врановце
723258,Гргуровце
723266,Доње Врановце
723274,Дрводељ
723282,Ждеглово
723304,Клајић
723312,Коњино
723339,Кривача
723347,Лалиновац
723355,Лебане
723363,Липовица
723371,Лугаре
723380,Мало Војловце
723398,Нова Топола
723401,Ново Село
723410,Пертате
723428,Петровац
723436,Поповце
723444,Пороштица
723452,Прекопчелица
723479,Радевце
723487,Радиновац
723495,Рафуна
723509,Свињарица
723517,Секицол
723525,Слишане
723533,Тогочевце
723541,Ћеновац
723550,Цекавица
723568,Шарце
723576,Шилово
723584,Штулац
723592,Шумане
723606,Бабичко
723614,Бадинце
723622,Барје
723649,Белановце
723657,Бели Поток
723665,Бистрица
723673,Бобиште
723681,Богојевце
723690,Бојишина
723703,Боћевица
723711,Братмиловце
723720,Брејановце
723738,Брестовац
723746,Брза
723754,Бричевље
723762,Букова Глава
723789,Бунушки Чифлук
723797,Велика Биљаница
723819,Велика Грабовница
723827,Велика Копашница
723835,Велика Сејаница
723843,Велико Трњане
723851,Виље Коло
723860,Вина
723878,Винарце
723886,Власе
723894,Вучје
723908,Гагинце
723916,Голема Њива
723924,Горина
723932,Горња Бунуша
723959,Горња Јајина
723967,Горња Купиновица
723975,Горња Локошница
723983,Горња Слатина
723991,Горње Крајинце
724009,Горње Синковце
724017,Горње Стопање
724025,Горње Трњане
724033,Горњи Буниброд
724041,Градашница
724050,Грајевце
724068,Граово
724076,Грданица
724084,Грделица (варош)
724092,Грделица (село)
724106,Губеревац
724114,Дедина Бара
724122,Добротин
724149,Доња Бунуша
724157,Доња Јајина
724165,Доња Купиновица
724173,Доња Локошница
724181,Доња Слатина
724190,Доње Бријање
724203,Доње Крајинце
724211,Доње Синковце
724220,Доње Стопање
724238,Доње Трњане
724246,Доњи Буниброд
724254,Драшковац
724262,Дрводеља
724289,Дрћевац
724297,Душаново
724319,Жабљане
724327,Живково
724335,Жижавица
724343,Загужане
724351,Залужње
724360,Злокућане
724378,Злоћудово
724386,Зољево
724394,Игриште
724408,Јарсеново
724416,Јашуња
724424,Јелашница
724432,Калуђерце
724459,Карађорђевац
724467,Каштавар
724475,Ковачева Бара
724483,Козаре
724491,Кораћевац
724505,Крпејце
724513,Кукуловце
724521,Кумарево
724530,Кутлеш
724548,Лесковац
724556,Липовица
724564,Личин Дол
724572,Мала Биљаница
724599,Мала Грабовница
724602,Мала Копашница
724629,Манојловце
724637,Међа
724645,Мелово
724653,Миланово
724661,Мирошевце
724670,Мрковица
724688,Мрштане
724696,Навалин
724700,Накривањ
724718,Несврта
724726,Ново Село
724734,Номаница
724742,Ораовица (код Грделице)
724769,Ораовица (код Црковнице)
724777,Орашац
724785,Оруглица
724793,Падеж
724807,Паликућа
724815,Палојце
724823,Петровац
724831,Печењевце
724840,Пискупово
724858,Подримце
724866,Предејане (варош)
724874,Предејане (село)
724882,Пресечина
724904,Прибој
724912,Равни Дел
724939,Радоњица
724947,Разгојна
724955,Рајно Поље
724963,Рударе
724971,Свирце
724980,Славујевце
724998,Слатина
725005,Смрдан
725013,Стројковце
725021,Ступница
725030,Сушевље
725048,Тодоровце
725056,Тулово
725064,Тупаловце
725072,Турековац
725099,Црвени Брег
725102,Црковница
725129,Црцавац
725137,Чекмин
725145,Чифлук Разгојнски
725153,Чукљеник
725161,Шаиновац
725170,Шарлинце
725188,Шишинце
725196,Бања Ковиљача
725200,Башчелуци
725218,Брадић
725226,Брезјак
725234,Брњац
725242,Велико Село
725269,Воћњак
725277,Горња Бадања
725285,Горња Борина
725293,Горња Ковиљача
725307,Горња Сипуља
725315,Горње Недељице
725323,Горњи Добрић
725331,Грнчара
725340,Доња Бадања
725358,Доња Сипуља
725366,Доње Недељице
725374,Доњи Добрић
725382,Драгинац
725404,Зајача
725412,Јадранска Лешница
725439,Јаребице
725447,Јелав
725455,Јошева
725463,Југовићи
725471,Каменица
725480,Клупци
725498,Козјак
725501,Коренита
725510,Крајишници
725528,Лешница
725536,Липница
725544,Липнички Шор
725552,Лозница
725579,Лозничко Поље
725587,Милина
725595,Ново Село
725609,Пасковац
725617,Плоча
725625,Помијача
725633,Рибарице
725641,Руњани
725650,Симино Брдо
725668,Слатина
725676,Стража
725684,Ступница
725692,Текериш
725706,Трбосиље
725714,Трбушница
725722,Тршић
725749,Филиповићи
725757,Цикоте
725765,Чокешина
725773,Шурице
725781,Бели Камен
725790,Вича
725803,Властељице
725811,Вучковица
725820,Горачићи
725838,Горња Краварица
725846,Горњи Дубац
725854,Граб
725862,Губеревци
725889,Гуча (варошица)
725897,Гуча (село)
725919,Дљин
725927,Доња Краварица
725935,Доњи Дубац
725943,Дучаловићи
725951,Ђерађ
725960,Живица
725978,Зеоке
725986,Каона
725994,Котража
726001,Кривача
726010,Крстац
726028,Лис
726036,Лисице
726044,Лучани (варошица)
726052,Лучани (село)
726079,Марковица
726087,Милатовићи
726095,Негришори
726109,Пухово
726117,Пшаник
726125,Рогача
726133,Ртари
726141,Рти
726150,Тијање
726168,Турица
726176,Ба
726184,Бабајић
726192,Белановица
726206,Бошњановић
726214,Бранчић
726222,Велишевац
726249,Гукош
726257,Дићи
726265,Доњи Бањани
726273,Живковци
726281,Ивановци
726290,Јајчић
726303,Кадина Лука
726311,Калањевци
726320,Козељ
726338,Лалинци
726346,Латковић
726354,Липље
726362,Љиг
726389,Милавац
726397,Моравци
726419,Палежница
726427,Пољанице
726435,Славковица
726443,Цветановац
726451,Штавица
726460,Шутци
726478,Берловине
726486,Врхпоље
726494,Горња Љубовиђа
726508,Горња Оровица
726516,Горња Трешњица
726524,Горње Кошље
726532,Грачаница
726559,Грчић
726567,Доња Љубовиђа
726575,Доња Оровица
726583,Дрлаче
726591,Дубоко
726605,Леовић
726613,Лоњин
726621,Љубовија
726630,Оровичка Планина
726648,Поднемић
726656,Постење
726664,Рујевац
726672,Савковић
726699,Селанац
726702,Соколац
726729,Торник
726737,Узовница
726745,Цапарић
726753,Црнча
726761,Читлук
726770,Бољетин
726788,Влаоле
726796,Голубиње
726800,Дебели Луг
726818,Доњи Милановац
726826,Јасиково
726834,Клокочевац
726842,Лесково
726869,Мајданпек
726877,Мироч
726885,Мосна
726893,Рудна Глава
726907,Тополница
726915,Црнајка
726923,Амајић
726931,Брасина
726940,Будишић
726958,Велика Река
726966,Вољевци
726974,Доња Борина
726982,Доња Трешњица
727008,Мали Зворник
727016,Радаљ
727024,Сакар
727032,Цулине
727059,Читлук
727067,Аљудово
727075,Батуша
727083,Божевац
727091,Велико Село
727105,Велико Црниће
727113,Врбница
727121,Забрега
727130,Калиште
727148,Кобиље
727156,Крављи До
727164,Кула
727172,Мало Градиште
727199,Мало Црниће
727202,Салаковац
727229,Смољинац
727237,Топоница
727245,Црљенац
727253,Шапине
727261,Шљивовац
727270,Богуновац
727288,Боровац
727296,Варадин
727300,Велика Браина
727318,Врапце
727326,Газдаре
727334,Горња Лапаштица
727342,Горњи Бучумет
727369,Горњи Гајтан
727377,Грбавце
727385,Губавце
727393,Гургутово
727407,Доња Лапаштица
727415,Доњи Бучумет
727423,Доњи Гајтан
727431,Дренце
727440,Ђулекаре
727458,Капит
727466,Леце
727474,Мала Браина
727482,Маровац
727504,Маћедонце
727512,Маћедонце (Реткоцерско)
727539,Медвеђа
727547,Медевце
727555,Мркоње
727563,Негосавље
727571,Петриље
727580,Пороштица
727598,Пусто Шилово
727601,Равна Бања
727610,Реткоцер
727628,Рујковац
727636,Свирце
727644,Сијарина
727652,Сијаринска Бања
727679,Спонце
727687,Средњи Бучумет
727695,Стара Бања
727709,Стубла
727717,Туларе
727725,Тупале
727733,Црни Врх
727741,Чокотин
727750,Азбресница
727768,Александрово
727776,Арбанасце
727784,Балајнац
727792,Баличевац
727806,Батушинац
727814,Биљег
727822,Брест
727849,Бучић
727857,Горња Расовача
727865,Градиште
727873,Девча
727881,Дешилово
727890,Доња Расовача
727903,Дудулајце
727911,Јовановац
727920,Југ Богдановац
727938,Кованлук
727946,Костадиновац
727954,Крајковац
727989,Лепаја
727997,Мерошина
728039,Облачина
728047,Падина
728055,Рожина
728063,Чубура
746738,Мраморско Брдо
728071,Берковац
728080,Брежђе
728098,Буковац
728101,Велика Маришта
728110,Вировац
728128,Вртиглав
728136,Голубац
728144,Горњи Лајковац
728152,Горњи Мушић
728179,Гуњица
728187,Доњи Мушић
728195,Дучић
728209,Ђурђевац
728217,Клашнић
728225,Кључ
728233,Команице
728241,Крчмар
728250,Маљевић
728268,Мионица (варошица)
728276,Мионица (село)
728284,Мратишић
728292,Наномир
728306,Осеченица
728314,Паштрић
728322,Планиница
728349,Попадић
728357,Радобић
728365,Рајковић
728373,Ракари
728381,Робаје
728390,Санковић
728403,Струганик
728411,Табановић
728420,Тодорин До
728438,Толић
728446,Шушеока
728454,Браћевац
728462,Брестовац
728489,Буковче
728497,Вељково
728519,Видровац
728527,Вратна
728535,Дупљане
728543,Душановац
728551,Александровац
728560,Јабуковац
728578,Јасеница
728586,Карбулово
728594,Кобишница
728608,Ковилово
728616,Мала Каменица
728624,Малајница
728632,Милошево
728659,Михајловац
728667,Мокрање
728675,Неготин
728683,Плавна
728691,Поповица
728705,Прахово
728713,Радујевац
728721,Рајац
728730,Речка
728748,Рогљево
728756,Самариновац
728764,Сиколе
728772,Слатина
728799,Смедовац
728802,Србово
728829,Тамнич
728837,Трњане
728845,Уровица
728853,Црномасница
728861,Чубра
728870,Шаркамен
728888,Штубик
729655,Акмачићи
729663,Амзићи
729671,Бистрица
729680,Божетићи
729698,Брдо
729701,Буковик
729710,Бурађа
729728,Вилови
729736,Вранеша
729744,Горња Бела Река
729752,Горње Трудово
729779,Дебеља
729787,Доња Бела Река
729795,Драглица
729809,Дражевићи
729817,Дрмановићи
729825,Јасеново
729833,Комарани
729841,Кућани
729850,Љепојевићи
729868,Мишевићи
729876,Негбина
729884,Нова Варош
729892,Ојковица
729906,Радијевићи
729914,Радоиња
729922,Рутоши
729949,Сеништа
729957,Тисовица
729965,Трудово
729973,Челице
729981,Штитково
729990,Алуловиће
730009,Бајевица
730017,Бања
730025,Баре
730033,Батњик
730041,Бекова
730050,Беле Воде
730068,Ботуровина
730076,Брђани
730084,Брестово
730092,Варево
730106,Вевер
730114,Видово
730122,Витковиће
730149,Војковиће
730157,Војниће
730165,Врановина
730173,Вучиниће
730181,Вучја Локва
730190,Голице
730203,Горња Тушимља
730211,Гошево
730220,Грађановиће
730238,Грачане
730246,Грубетиће
730254,Дежева
730262,Дојиновиће
730289,Долац
730297,Дољани
730319,Драгочево
730327,Драмиће
730335,Жуњевиће
730343,Забрђе
730351,Златаре
730360,Иванча
730378,Избице
730386,Јабланица
730394,Јавор
730408,Јанча
730416,Јова
730424,Кашаљ
730432,Ковачево
730459,Кожље
730467,Копривница
730475,Косуриће
730483,Крушево
730491,Кузмичево
730505,Леча
730513,Лопужње
730521,Лукаре
730530,Лукарско Гошево
730548,Лукоцрево
730556,Мишчиће
730564,Мур
730572,Мухово
730599,Неготинац
730602,Нови Пазар
730629,Одојевиће
730637,Окосе
730645,Осаоница
730653,Осоје
730661,Охоље
730670,Павље
730688,Паралово
730696,Пасји Поток
730700,Пиларета
730718,Побрђе
730726,Пожега
730734,Пожежина
730742,Полокце
730769,Попе
730777,Постење
730785,Прћенова
730793,Пуста Тушимља
730807,Пустовлах
730815,Радаљица
730823,Рајетиће
730831,Рајковиће
730840,Рајчиновиће
730858,Рајчиновићка Трнава
730866,Раковац
730874,Раст
730882,Себечево
730904,Ситниче
730912,Скуково
730939,Слатина
730947,Смилов Лаз
730955,Средња Тушимља
730963,Страдово
730971,Судско Село
730980,Тенково
730998,Трнава
731005,Туново
731013,Хотково
731021,Цоковиће
731030,Чашић Долац
731048,Шавци
731056,Шароње
731064,Штитаре
731072,Бастав
731099,Белотић
731102,Братачић
731129,Горње Црниљево
731137,Гуњаци
731145,Драгијевица
731153,Драгодол
731161,Комирић
731170,Коњиц
731188,Коњуша
731196,Лопатањ
731200,Осечина (варошица)
731218,Осечина (село)
731226,Остружањ
731234,Пецка
731242,Плужац
731269,Сирдија
731277,Скадар
731285,Туђин
731293,Царина
731307,Бошњане
731315,Буљане
731323,Бусиловац
731331,Главица
731340,Голубовац
731358,Горња Мутница
731366,Горње Видово
731374,Давидовац
731382,Доња Мутница
731404,Доње Видово
731412,Дреновац
731439,Забрега
731447,Извор
731455,Клачевица
731463,Крежбинац
731471,Лебина
731480,Лешје
731498,Мириловац
731501,Параћин
731510,Плана
731528,Поповац
731536,Поточац
731544,Ратаре
731552,Рашевица
731579,Својново
731587,Сикирица
731595,Сињи Вир
731609,Сисевац
731617,Стрижа
731625,Стубица
731633,Текија
731641,Трешњевица
731650,Чепуре
731668,Шавац
731676,Шалудовац
731684,Бистрица
731692,Бошњак
731706,Буровац
731714,Бусур
731722,Везичево
731749,Велики Поповац
731757,Велико Лаоле
731765,Витовница
731773,Вошановац
731781,Добрње
731790,Дубочка
731803,Ждрело
731811,Забрђе
731820,Каменово
731838,Кладурово
731846,Кнежица
731854,Крвије
731862,Лесковац
731889,Лопушник
731897,Мало Лаоле
731919,Манастирица
731927,Мелница
731935,Орешковица
731943,Орљево
731951,Панково
731960,Петровац
731978,Рановац
731986,Рашанац
731994,Стамница
732001,Старчево
732010,Табановац
732028,Трновче
732036,Ћовдин
732044,Шетоње
732052,Базовик
732079,Барје Чифлик
732087,Басара
732095,Бела
732109,Бериловац
732117,Беровица
732125,Блато
732133,Брлог
732141,Велика Лукања
732150,Велики Јовановац
732168,Велики Суводол
732176,Велико Село
732184,Височка Ржана
732192,Власи
732206,Војнеговац
732214,Враниште
732222,Гњилан
732249,Горња Држина
732257,Гостуша
732265,Градашница
732273,Градиште
732281,Добри До
732290,Дојкинци
732303,Држина
732311,Засковци
732320,Извор
732338,Јалботина
732346,Јеловица
732354,Камик
732362,Копривштица
732389,Костур
732397,Крупац
732419,Куманово
732435,Мали Јовановац
732443,Мали Суводол
732451,Милојковац
732460,Мирковци
732478,Нишор
732486,Нови Завој
732494,Обреновац
732508,Ореовица
732516,Орља
732524,Осмакова
732532,Паклештица
732559,Пасјач
732567,Петровац
732575,Пирот
732583,Планиница
732591,Покревеник
732605,Пољска Ржана
732613,Понор
732621,Присјан
732630,Рагодеш
732648,Расница
732656,Росомач
732664,Рсовци
732672,Рудиње
732699,Сиња Глава
732702,Славиња
732729,Сопот
732737,Срећковац
732745,Станичење
732753,Суково
732761,Темска
732770,Топли До
732788,Трњана
732796,Церев Дел
732800,Церова
732818,Црвенчево
732826,Црноклиште
732834,Чиниглавци
732842,Шугрин
732869,Баре
732877,Батовац
732885,Берање
732893,Брадарац
732907,Братинац
732915,Брежане
732923,Бубушинац
732931,Драговац
732940,Дрмно
732958,Дубравица
732966,Живица
732974,Касидол
732982,Кленовник
733008,Кличевац
733016,Костолац
733024,Лучица
733032,Маљуревац
733059,Набрђе
733067,Острово
733075,Петка
733083,Пожаревац
733091,Пољана
733105,Пругово
733113,Речица
733121,Село Костолац
733130,Трњане
733148,Ћириковац
733156,Бакионица
733164,Велика Јежевица
733172,Висибаба
733199,Врањани
733202,Глумач
733229,Годовик
733237,Горња Добриња
733245,Горобиље
733253,Гугаљ
733261,Доња Добриња
733270,Дражиновићи
733288,Душковци
733296,Засеље
733300,Здравчићи
733318,Јелен До
733326,Каленићи
733334,Лопаш
733342,Лорет
733369,Љутице
733377,Мађер
733385,Мала Јежевица
733393,Милићево Село
733407,Мршељи
733415,Отањ
733423,Папратиште
733431,Пилатовићи
733440,Пожега
733458,Пријановићи
733466,Прилипац
733474,Радовци
733482,Расна
733504,Речице
733512,Роге
733539,Рупељево
733547,Сврачково
733555,Средња Добриња
733563,Табановићи
733571,Тврдићи
733580,Тометино Поље
733598,Тучково
733601,Узићи
733610,Честобродица
733628,Алиђерце
733636,Берчевац
733644,Бујић
733652,Буковац
733679,Букаревац
733687,Буштрање
733695,Гаре
733709,Големи Дол
733717,Горња Шушаја
733725,Госпођинце
733733,Депце
733741,Доња Шушаја
733750,Жујинце
733768,Илинце
733776,Курбалија
733784,Љаник
733792,Мађаре
733806,Миратовац
733814,Норча
733822,Ораовица
733849,Печено
733857,Прешево
733865,Рајинце
733873,Ранатовце
733881,Рељан
733890,Свињиште
733903,Сефер
733911,Славујевац
733920,Станевце
733938,Стрезовце
733946,Трнава
733954,Цакановац
733962,Церевајка
733989,Црнотинце
733997,Чукарка
734004,Бања
734012,Батковићи
734039,Брезна
734047,Бучје
734055,Добриловићи
734063,Живинице
734071,Забрђе
734080,Забрњица
734098,Заградина
734101,Заостро
734110,Јелача
734128,Калафати
734136,Калуђеровићи
734144,Касидоли
734152,Кратово
734179,Крњача
734187,Кукуровићи
734195,Мажићи
734209,Милијеш
734217,Плашће
734225,Пожегрмац
734233,Прибој
734241,Прибојска Голеша
734250,Прибојске Челице
734268,Рача
734276,Ритошићи
734284,Сјеверин
734292,Сочице
734306,Стрмац
734314,Херцеговачка Голеша
734322,Црнуговићи
734349,Црнузи
734357,Читлук
734365,Аљиновићи
734373,Балићи
734381,Баре
734390,Бискупићи
734403,Бјелахова
734411,Брајковац
734420,Брвине
734438,Бродарево
734446,Буковик
734454,Виницка
734462,Врбово
734489,Гојаковићи
734497,Горње Бабине
734519,Горње Горачиће
734527,Горњи Страњани
734535,Гостун
734543,Грачаница
734551,Гробнице
734560,Дивци
734578,Доње Бабине
734586,Доњи Страњани
734594,Дренова
734608,Душманићи
734616,Ђурашићи
734624,Забрдњи Тоци
734632,Завинограђе
734659,Залуг
734667,Заступ
734675,Звијезд
734683,Ивање
734691,Ивезићи
734705,Избичањ
734713,Јабука
734721,Јунчевићи
734730,Камена Гора
734748,Караула
734756,Карошевина
734764,Каћево
734772,Кашице
734799,Ковачевац
734802,Копривна
734829,Косатица
734837,Кошевине
